report_date,load_weight,Rolling_Mean_7D,Day_of_Week
2010-05-30,2.81,652.4490000000002,Sunday
2010-05-31,786.08,616.9595714285715,Monday
2010-06-01,898.406,608.667,Tuesday
2010-06-02,867.51,600.0167142857143,Wednesday
2010-06-03,831.9075,599.9578571428572,Thursday
2010-06-04,886.356,610.8399285714286,Friday
2010-06-05,4.800000000000001,611.1242142857143,Saturday
2010-06-06,4.800000000000001,611.4085000000001,Sunday
2010-06-07,1094.8035,655.5118571428573,Monday
2010-06-08,930.2085,660.0550714285715,Tuesday
2010-06-09,899.0255,664.5572857142857,Wednesday
2010-06-10,876.275,670.8954999999999,Thursday
2010-06-11,837.403,663.9022142857142,Friday
2010-06-12,6.1000000000000005,664.0879285714285,Saturday
2010-06-13,6.1000000000000005,664.2736428571427,Sunday
2010-06-14,1029.98,655.0131428571428,Monday
2010-06-15,920.4175,653.6144285714287,Tuesday
2010-06-16,849.27,646.5065000000001,Wednesday
2010-06-17,809.0795,636.907142857143,Thursday
2010-06-18,794.12,630.7238571428571,Friday
2010-06-19,3.5300000000000002,630.3567142857142,Saturday
2010-06-20,0.0,629.4852857142857,Sunday
2010-06-21,939.49,616.5581428571429,Monday
2010-06-22,863.4445000000001,608.4191428571429,Tuesday
2010-06-23,810.29,602.8505714285714,Wednesday
2010-06-24,767.376,596.8929285714286,Thursday
2010-06-25,752.81,590.9915,Friday
2010-06-26,3.93,591.0486428571429,Saturday
2010-06-27,3.93,591.6100714285715,Sunday
2010-06-28,916.765,588.3636428571428,Monday
2010-06-29,843.516,585.5167142857143,Tuesday
2010-06-30,786.45,582.111,Wednesday
2010-07-01,753.04,580.063,Thursday
2010-07-02,771.7195,582.7643571428572,Friday
2010-07-03,3.2199999999999998,582.6629285714286,Saturday
2010-07-04,3.2199999999999998,582.5615,Sunday
2010-07-05,847.825,572.7129285714285,Monday
2010-07-06,885.2685,578.6775714285715,Tuesday
2010-07-07,834.9005,585.5990714285715,Wednesday
2010-07-08,811.5015,593.9507142857143,Thursday
2010-07-09,779.0025,594.9911428571429,Friday
2010-07-10,2.95,594.9525714285713,Saturday
2010-07-11,2.95,594.914,Sunday
2010-07-12,1016.7,619.039,Monday
2010-07-13,887.1129999999999,619.3025,Tuesday
2010-07-14,790.34,612.9367142857144,Wednesday
2010-07-15,813.84,613.2707857142857,Thursday
2010-07-16,826.63,620.0747142857143,Friday
2010-07-17,3.4899999999999998,620.1518571428571,Saturday
2010-07-18,3.4899999999999998,620.229,Sunday
2010-07-19,957.22,611.731857142857,Monday
2010-07-20,891.4540000000001,612.352,Tuesday
2010-07-21,809.9475,615.1530714285715,Wednesday
2010-07-22,799.178,613.0585,Thursday
2010-07-23,789.3805,607.7371428571429,Friday
2010-07-24,1.17,607.4057142857143,Saturday
2010-07-25,1.17,607.0742857142858,Sunday
2010-07-26,888.2175,597.2167857142857,Monday
2010-07-27,862.8,593.1233571428571,Tuesday
2010-07-28,758.2055,585.7316428571429,Wednesday
2010-07-29,785.3055,583.7498571428572,Thursday
2010-07-30,837.0085,590.5538571428572,Friday
2010-07-31,1.5599999999999998,590.6095714285714,Saturday
2010-08-01,1.5599999999999998,590.6652857142857,Sunday
2010-08-02,888.14,590.6542142857143,Monday
2010-08-03,828.9675,585.821,Tuesday
2010-08-04,827.922,595.7805,Wednesday
2010-08-05,727.43,587.5125714285714,Thursday
2010-08-06,757.9065,576.2122857142857,Friday
2010-08-07,3.35,576.4680000000001,Saturday
2010-08-08,3.35,576.7237142857143,Sunday
2010-08-09,850.8875,571.4019285714286,Monday
2010-08-10,827.321,571.1667142857143,Tuesday
2010-08-11,765.718,562.2804285714286,Wednesday
2010-08-12,752.8,565.9047142857144,Thursday
2010-08-13,797.56,571.5695,Friday
2010-08-14,3.73,571.6237857142856,Saturday
2010-08-15,3.73,571.6780714285713,Sunday
2010-08-16,875.46,575.1884285714285,Monday
2010-08-17,821.8975,574.4136428571428,Tuesday
2010-08-18,775.596,575.8247857142858,Wednesday
2010-08-19,721.9015,571.4107142857143,Thursday
2010-08-20,720.412,560.3895714285715,Friday
2010-08-21,3.2600000000000002,560.3224285714286,Saturday
2010-08-22,3.2600000000000002,560.2552857142857,Sunday
2010-08-23,891.795,562.5888571428571,Monday
2010-08-24,860.5615,568.1122857142857,Tuesday
2010-08-25,795.63,570.9742857142857,Wednesday
2010-08-26,762.915,576.8333571428572,Thursday
2010-08-27,802.842,588.6090714285714,Friday
2010-08-28,2.28,588.4690714285714,Saturday
2010-08-29,2.28,588.3290714285714,Sunday
2010-08-30,938.76,595.0383571428572,Monday
2010-08-31,850.3225,593.575642857143,Tuesday
2010-09-01,774.191,590.5129285714286,Wednesday
2010-09-02,723.91,584.9407857142858,Thursday
2010-09-03,745.7,576.7776428571428,Friday
2010-09-04,2.68,576.8347857142857,Saturday
2010-09-05,2.68,576.8919285714286,Sunday
2010-09-06,758.26,551.1062142857144,Monday
2010-09-07,828.6025,548.0033571428572,Tuesday
2010-09-08,856.7,559.7903571428571,Wednesday
2010-09-09,818.3925,573.2878571428571,Thursday
2010-09-10,897.1995,594.9306428571429,Friday
2010-09-11,2.9899999999999998,594.9749285714286,Saturday
2010-09-12,2.9899999999999998,595.0192142857143,Sunday
2010-09-13,1036.758,634.8046428571428,Monday
2010-09-14,943.24,651.1814285714287,Tuesday
2010-09-15,912.2595,659.1184999999999,Wednesday
2010-09-16,872.02,666.7795714285714,Thursday
2010-09-17,824.34,656.3710714285714,Friday
2010-09-18,1.7600000000000002,656.1953571428572,Saturday
2010-09-19,1.7600000000000002,656.0196428571429,Sunday
2010-09-20,920.12,639.3570714285714,Monday
2010-09-21,894.1615,632.3458571428572,Tuesday
2010-09-22,828.764,620.4179285714287,Wednesday
2010-09-23,802.5475,610.4932857142858,Thursday
2010-09-24,812.73,608.8347142857143,Friday
2010-09-25,4.13,609.1732857142857,Saturday
2010-09-26,4.13,609.5118571428571,Sunday
2010-09-27,926.212,610.3821428571429,Monday
2010-09-28,884.453,608.9952142857144,Tuesday
2010-09-29,841.842,610.8635,Wednesday
2010-09-30,778.02,607.3595714285714,Thursday
2010-10-01,783.975,603.2517142857142,Friday
2010-10-02,3.22,603.1217142857142,Saturday
2010-10-03,3.22,602.9917142857141,Sunday
2010-10-04,886.88,597.3728571428571,Monday
2010-10-05,881.3225,596.9256428571429,Tuesday
2010-10-06,788.086,589.2462142857142,Wednesday
2010-10-07,756.425,586.1612142857142,Thursday
2010-10-08,797.09,588.0347857142858,Friday
2010-10-09,3.46,588.0690714285713,Saturday
2010-10-10,3.46,588.1033571428571,Sunday
2010-10-11,887.9305,588.2534285714285,Monday
2010-10-12,841.024,582.4965,Tuesday
2010-10-13,758.7865,578.3108571428571,Wednesday
2010-10-14,757.4375,578.4555,Thursday
2010-10-15,748.601,571.5285,Friday
2010-10-16,3.4,571.5199285714286,Saturday
2010-10-17,3.4,571.5113571428572,Sunday
2010-10-18,857.195,567.1205714285715,Monday
2010-10-19,864.9705,570.5415,Tuesday
2010-10-20,796.3645,575.9097857142857,Wednesday
2010-10-21,749.4705,574.7716428571429,Thursday
2010-10-22,779.892,579.2417857142857,Friday
2010-10-23,0.96,578.8932142857143,Saturday
2010-10-24,0.96,578.5446428571429,Sunday
2010-10-25,882.5295,582.1638571428572,Monday
2010-10-26,867.87,582.5780714285714,Tuesday
2010-10-27,775.924,579.658,Wednesday
2010-10-28,751.0525,579.884,Thursday
2010-10-29,744.462,574.8225714285715,Friday
2010-10-30,1.4600000000000002,574.894,Saturday
2010-10-31,1.4600000000000002,574.9654285714286,Sunday
2010-11-01,915.993,579.7459285714286,Monday
2010-11-02,918.2255,586.9395714285713,Tuesday
2010-11-03,754.5065,583.8799285714285,Wednesday
2010-11-04,742.9815,582.7269285714285,Thursday
2010-11-05,795.845,590.0673571428571,Friday
2010-11-06,1.83,590.1202142857143,Saturday
2010-11-07,1.83,590.1730714285715,Sunday
2010-11-08,930.5725,592.2558571428572,Monday
2010-11-09,856.835,583.4857857142857,Tuesday
2010-11-10,822.9,593.2562857142857,Wednesday
2010-11-11,766.7,596.6446428571428,Thursday
2010-11-12,856.8004999999999,605.3525714285714,Friday
2010-11-13,3.42,605.5797142857143,Saturday
2010-11-14,3.42,605.8068571428572,Sunday
2010-11-15,887.77,599.6922142857142,Monday
2010-11-16,905.74,606.6786428571429,Tuesday
2010-11-17,788.785,601.8050714285715,Wednesday
2010-11-18,799.833,606.5383571428572,Thursday
2010-11-19,809.692,599.8085714285714,Friday
2010-11-20,2.31,599.65,Saturday
2010-11-21,2.31,599.4914285714285,Sunday
2010-11-22,970.291,611.2801428571429,Monday
2010-11-23,930.23,614.7787142857143,Tuesday
2010-11-24,855.02,624.2408571428572,Wednesday
2010-11-25,0.0,509.979,Thursday
2010-11-26,698.36,494.0744285714286,Friday
2010-11-27,776.3325,604.6490714285713,Saturday
2010-11-28,776.3325,715.2237142857142,Sunday
2010-11-29,1048.0105,726.3265,Monday
2010-11-30,1029.122,740.4539285714285,Tuesday
2010-12-01,948.5215000000001,753.8112857142858,Wednesday
2010-12-02,897.2275,881.9866428571429,Thursday
2010-12-03,913.4265,912.7104285714287,Friday
2010-12-04,2.37,802.1443571428572,Saturday
2010-12-05,2.37,691.5782857142857,Sunday
2010-12-06,1002.95,685.1410714285714,Monday
2010-12-07,931.05,671.1307857142857,Tuesday
2010-12-08,857.64,658.1477142857144,Wednesday
2010-12-09,851.617,651.6319285714286,Thursday
2010-12-10,869.307,645.3291428571429,Friday
2010-12-11,4.23,645.5948571428571,Saturday
2010-12-12,4.23,645.8605714285715,Sunday
2010-12-13,901.2385,631.3303571428571,Monday
2010-12-14,906.78,627.8632142857142,Tuesday
2010-12-15,780.4475,616.8357142857143,Wednesday
2010-12-16,821.11,612.4775714285714,Thursday
2010-12-17,849.225,609.6087142857143,Friday
2010-12-18,3.29,609.4744285714286,Saturday
2010-12-19,3.29,609.340142857143,Sunday
2010-12-20,905.17,609.9017857142857,Monday
2010-12-21,893.444,607.9966428571428,Tuesday
2010-12-22,834.87,615.7712857142857,Wednesday
2010-12-23,744.83,604.8741428571429,Thursday
2010-12-24,744.51,589.914857142857,Friday
2010-12-25,744.51,695.8034285714285,Saturday
2010-12-26,744.51,801.692,Sunday
2010-12-27,926.07,804.6777142857143,Monday
2010-12-28,911.96,807.3228571428572,Tuesday
2010-12-29,821.34,805.3900000000001,Wednesday
2010-12-30,837.38,818.6114285714285,Thursday
2010-12-31,832.62,831.1985714285714,Friday
2011-01-01,0.0,724.84,Saturday
2011-01-02,0.0,618.4814285714285,Sunday
2011-01-03,1143.87,649.5957142857143,Monday
2011-01-04,1012.698,663.9868571428572,Tuesday
2011-01-05,1018.87,692.2054285714286,Wednesday
2011-01-06,922.74,704.3997142857143,Thursday
2011-01-07,922.41,717.226857142857,Friday
2011-01-08,4.79,717.9111428571429,Saturday
2011-01-09,4.79,718.5954285714286,Sunday
2011-01-10,1042.9,704.1711428571429,Monday
2011-01-11,956.34,696.12,Tuesday
2011-01-12,859.59,673.3657142857144,Wednesday
2011-01-13,790.82,654.5200000000001,Thursday
2011-01-14,837.7,642.4185714285715,Friday
2011-01-15,0.95,641.87,Saturday
2011-01-16,0.95,641.3214285714287,Sunday
2011-01-17,731.72,596.8671428571428,Monday
2011-01-18,847.6845,581.3449285714286,Tuesday
2011-01-19,812.71,574.6477857142858,Wednesday
2011-01-20,790.2095,574.5605714285714,Thursday
2011-01-21,744.2455,561.2099285714286,Friday
2011-01-22,3.3,561.5456428571429,Saturday
2011-01-23,3.3,561.8813571428572,Sunday
2011-01-24,926.565,589.7163571428572,Monday
2011-01-25,859.0435,591.3390714285714,Tuesday
2011-01-26,750.63,582.4705,Wednesday
2011-01-27,720.47,572.5077142857143,Thursday
2011-01-28,773.65,576.7083571428572,Friday
2011-01-29,2.38,576.5769285714285,Saturday
2011-01-30,2.38,576.4455,Sunday
2011-01-31,945.33,579.1262142857142,Monday
2011-02-01,899.93,584.9671428571429,Tuesday
2011-02-02,707.05,578.7414285714286,Wednesday
2011-02-03,626.72,565.3485714285714,Thursday
2011-02-04,626.72,544.3585714285714,Friday
2011-02-05,693.12,643.0357142857143,Saturday
2011-02-06,693.12,741.7128571428572,Sunday
2011-02-07,900.035,735.2421428571428,Monday
2011-02-08,846.43,727.5992857142858,Tuesday
2011-02-09,7.18,627.6178571428571,Wednesday
2011-02-10,830.9845,656.7985,Thursday
2011-02-11,808.4585,682.7611428571428,Friday
2011-02-12,727.68,687.6982857142857,Saturday
2011-02-13,727.68,692.6354285714286,Sunday
2011-02-14,932.8705,697.3262142857142,Monday
2011-02-15,876.1375,701.5701428571429,Tuesday
2011-02-16,851.111,822.1317142857142,Wednesday
2011-02-17,795.07,817.0010714285714,Thursday
2011-02-18,799.333,815.6974285714285,Friday
2011-02-19,2.05,712.0360000000001,Saturday
2011-02-20,2.05,608.3745714285714,Sunday
2011-02-21,916.85,606.0859285714286,Monday
2011-02-22,975.729,620.3132857142857,Tuesday
2011-02-23,934.66,632.2488571428572,Wednesday
2011-02-24,949.6455,654.3310714285715,Thursday
2011-02-25,897.975,668.4227857142857,Friday
2011-02-26,2.37,668.4685,Saturday
2011-02-27,2.37,668.5142142857143,Sunday
2011-02-28,1072.9,690.8070714285715,Monday
2011-03-01,958.707,688.3753571428571,Tuesday
2011-03-02,909.5405,684.7868571428571,Wednesday
2011-03-03,882.489,675.1930714285714,Thursday
2011-03-04,872.645,671.5745,Friday
2011-03-05,4.720000000000001,671.9102142857143,Saturday
2011-03-06,4.720000000000001,672.2459285714286,Sunday
2011-03-07,1091.69,674.9302142857142,Monday
2011-03-08,998.679,680.6405000000001,Tuesday
2011-03-09,999.6145,693.5082142857143,Wednesday
2011-03-10,956.83,704.1283571428572,Thursday
2011-03-11,904.565,708.6883571428572,Friday
2011-03-12,5.6499999999999995,708.8212142857144,Saturday
2011-03-13,5.6499999999999995,708.9540714285714,Sunday
2011-03-14,1116.2025,712.4558571428571,Monday
2011-03-15,1083.5475,724.5799285714286,Tuesday
2011-03-16,1118.95,741.6278571428572,Wednesday
2011-03-17,1077.896,758.923,Thursday
2011-03-18,910.89,759.8265714285715,Friday
2011-03-19,1.4500000000000002,759.2265714285714,Saturday
2011-03-20,0.0,758.4194285714286,Sunday
2011-03-21,1327.66,788.6276428571429,Monday
2011-03-22,1104.03,791.5537142857141,Tuesday
2011-03-23,1217.3509999999999,805.611,Wednesday
2011-03-24,1023.68,797.8658571428571,Thursday
2011-03-25,942.2075,802.3397857142857,Friday
2011-03-26,1.2,802.3040714285714,Saturday
2011-03-27,1.2,802.4754999999999,Sunday
2011-03-28,1279.95,795.6597857142857,Monday
2011-03-29,1067.39,790.4255,Tuesday
2011-03-30,1135.18,778.6867857142859,Wednesday
2011-03-31,978.78,772.2725,Thursday
2011-04-01,932.3915,770.8702142857143,Friday
2011-04-02,2.6399999999999997,771.0759285714286,Saturday
2011-04-03,2.6399999999999997,771.281642857143,Sunday
2011-04-04,1171.33,755.7645000000001,Monday
2011-04-05,1032.36,750.7602142857143,Tuesday
2011-04-06,1058.25,739.7702142857142,Wednesday
2011-04-07,979.38,739.8559285714285,Thursday
2011-04-08,907.37,736.2814285714286,Friday
2011-04-09,2.19,736.2171428571428,Saturday
2011-04-10,2.19,736.1528571428571,Sunday
2011-04-11,1179.91,737.3785714285714,Monday
2011-04-12,1046.5505,739.4057857142858,Tuesday
2011-04-13,1049.8775,738.2097142857144,Wednesday
2011-04-14,943.41,733.071142857143,Thursday
2011-04-15,857.05,725.8825714285715,Friday
2011-04-16,0.92,725.7011428571429,Saturday
2011-04-17,0.92,725.5197142857143,Sunday
2011-04-18,1038.129,705.2652857142857,Monday
2011-04-19,971.4,694.5294999999999,Tuesday
2011-04-20,978.05,684.2684285714286,Wednesday
2011-04-21,944.3245000000001,684.3990714285713,Thursday
2011-04-22,865.9304999999999,685.6677142857143,Friday
2011-04-23,1.2100000000000002,685.7091428571429,Saturday
2011-04-24,1.2100000000000002,685.7505714285714,Sunday
2011-04-25,1017.314,682.777,Monday
2011-04-26,941.944,678.5690000000001,Tuesday
2011-04-27,984.52,679.4932857142857,Wednesday
2011-04-28,891.5375,671.9522857142857,Thursday
2011-04-29,821.429,665.5949285714286,Friday
2011-04-30,0.83,665.5406428571429,Saturday
2011-05-01,0.83,665.4863571428571,Sunday
2011-05-02,996.23,662.4743571428571,Monday
2011-05-03,906.02,657.3423571428572,Tuesday
2011-05-04,872.83,641.3866428571429,Wednesday
2011-05-05,805.79,629.137,Thursday
2011-05-06,812.8575,627.9125,Friday
2011-05-07,0.7,627.8939285714285,Saturday
2011-05-08,0.7,627.8753571428572,Sunday
2011-05-09,939.14,619.719642857143,Monday
2011-05-10,884.2225,616.6057142857143,Tuesday
2011-05-11,843.9835,612.4847857142857,Wednesday
2011-05-12,804.16,612.2519285714286,Thursday
2011-05-13,800.07,610.425142857143,Friday
2011-05-14,0.5900000000000001,610.4094285714285,Saturday
2011-05-15,0.5900000000000001,610.3937142857142,Sunday
2011-05-16,966.97,614.3694285714286,Monday
2011-05-17,921.9575,619.7601428571428,Tuesday
2011-05-18,875.662,624.2856428571429,Wednesday
2011-05-19,839.49,629.3327857142857,Thursday
2011-05-20,854.95,637.1727857142857,Friday
2011-05-21,1.24,637.2656428571428,Saturday
2011-05-22,1.24,637.3585,Sunday
2011-05-23,963.46,636.8570714285714,Monday
2011-05-24,903.832,634.2677142857143,Tuesday
2011-05-25,857.05,631.6088571428572,Wednesday
2011-05-26,788.538,624.3299999999999,Thursday
2011-05-27,775.912,613.0388571428572,Friday
2011-05-28,1.5,613.076,Saturday
2011-05-29,1.5,613.1131428571427,Sunday
2011-05-30,827.13,593.6374285714286,Monday
2011-05-31,888.378,591.4297142857142,Tuesday
2011-06-01,871.38,593.476857142857,Wednesday
2011-06-02,836.92,600.3885714285715,Thursday
2011-06-03,822.797,607.0864285714285,Friday
2011-06-04,2.62,607.2464285714285,Saturday
2011-06-05,2.62,607.4064285714285,Sunday
2011-06-06,1006.9300000000001,633.0921428571429,Monday
2011-06-07,895.86,634.1610000000001,Tuesday
2011-06-08,819.9285,626.8107857142858,Wednesday
2011-06-09,821.5975,624.6218571428572,Thursday
2011-06-10,778.7775,618.3333571428573,Friday
2011-06-11,2.51,618.3176428571429,Saturday
2011-06-12,2.51,618.3019285714287,Sunday
2011-06-13,950.7215,610.272142857143,Monday
2011-06-14,864.3975,605.7775,Tuesday
2011-06-15,800.3445,602.9797857142858,Wednesday
2011-06-16,747.039,592.3285714285714,Thursday
2011-06-17,747.104,587.8037857142857,Friday
2011-06-18,2.49,587.8009285714286,Saturday
2011-06-19,2.49,587.7980714285713,Sunday
2011-06-20,865.4325,575.6139285714286,Monday
2011-06-21,821.954,569.5505714285715,Tuesday
2011-06-22,848.827,576.4766428571428,Wednesday
2011-06-23,749.89,576.8839285714286,Thursday
2011-06-24,763.6145,579.2425714285714,Friday
2011-06-25,0.64,578.9782857142857,Saturday
2011-06-26,0.64,578.714,Sunday
2011-06-27,917.9515,586.2167142857143,Monday
2011-06-28,837.468,588.433,Tuesday
2011-06-29,793.2575,580.4945,Wednesday
2011-06-30,728.9025,577.4962857142857,Thursday
2011-07-01,745.5405,574.9142857142857,Friday
2011-07-02,2.71,575.21,Saturday
2011-07-03,2.71,575.5057142857142,Sunday
2011-07-04,693.89,543.4969285714286,Monday
2011-07-05,765.6525,533.2375714285715,Tuesday
2011-07-06,800.732,534.3053571428571,Wednesday
2011-07-07,757.8975,538.4475,Thursday
2011-07-08,715.537,534.1612857142857,Friday
2011-07-09,1.98,534.057,Saturday
2011-07-10,1.98,533.9527142857143,Sunday
2011-07-11,970.457,573.4622857142857,Monday
2011-07-12,882.57,590.1647857142858,Tuesday
2011-07-13,738.65,581.2959285714286,Wednesday
2011-07-14,728.5550000000001,577.1041428571428,Thursday
2011-07-15,742.44,580.9474285714285,Friday
2011-07-16,2.3600000000000003,581.0017142857143,Saturday
2011-07-17,2.3600000000000003,581.056,Sunday
2011-07-18,935.0865,576.0030714285715,Monday
2011-07-19,838.1405,569.6560000000001,Tuesday
2011-07-20,796.08,577.8602857142857,Wednesday
2011-07-21,740.3435,579.5443571428572,Thursday
2011-07-22,689.2235,571.942,Friday
2011-07-23,2.15,571.912,Saturday
2011-07-24,2.15,571.882,Sunday
2011-07-25,847.425,559.3589285714286,Monday
2011-07-26,761.528,548.4142857142857,Tuesday
2011-07-27,731.714,539.2191428571429,Wednesday
2011-07-28,714.6,535.5415,Thursday
2011-07-29,701.2215,537.2555,Friday
2011-07-30,0.77,537.0583571428572,Saturday
2011-07-31,0.77,536.8612142857143,Sunday
2011-08-01,835.904,535.2153571428572,Monday
2011-08-02,794.617,539.9423571428572,Tuesday
2011-08-03,754.92,543.2574999999999,Wednesday
2011-08-04,707.1045,542.1867142857143,Thursday
2011-08-05,691.422,540.7867857142857,Friday
2011-08-06,2.85,541.0839285714285,Saturday
2011-08-07,2.85,541.3810714285714,Sunday
2011-08-08,852.2125,543.7108571428571,Monday
2011-08-09,804.384,545.1061428571429,Tuesday
2011-08-10,670.612,533.0621428571428,Wednesday
2011-08-11,729.0495,536.1971428571429,Thursday
2011-08-12,709.465,538.7747142857144,Friday
2011-08-13,1.05,538.5175714285714,Saturday
2011-08-14,1.05,538.2604285714285,Sunday
2011-08-15,861.03,539.5200714285713,Monday
2011-08-16,779.8225,536.0112857142857,Tuesday
2011-08-17,763.01,549.211,Wednesday
2011-08-18,672.1525,541.0828571428572,Thursday
2011-08-19,686.72,537.8335714285714,Friday
2011-08-20,2.27,538.0078571428572,Saturday
2011-08-21,2.27,538.1821428571428,Sunday
2011-08-22,849.233,536.496857142857,Monday
2011-08-23,820.307,542.2803571428572,Tuesday
2011-08-24,739.06,538.8589285714286,Wednesday
2011-08-25,741.087,548.7067142857143,Thursday
2011-08-26,783.43,562.5224285714286,Friday
2011-08-27,0.51,562.271,Saturday
2011-08-28,0.51,562.0195714285713,Sunday
2011-08-29,821.5600000000001,558.0662857142858,Monday
2011-08-30,760.43,549.5124285714285,Tuesday
2011-08-31,747.63,550.7367142857142,Wednesday
2011-09-01,672.22,540.8985714285715,Thursday
2011-09-02,668.814,524.5248571428572,Friday
2011-09-03,2.28,524.7777142857143,Saturday
2011-09-04,2.28,525.0305714285714,Sunday
2011-09-05,643.38,499.57628571428575,Monday
2011-09-06,819.691,508.0421428571429,Tuesday
2011-09-07,779.4025,512.5810714285715,Wednesday
2011-09-08,757.544,524.7702142857142,Thursday
2011-09-09,808.02,544.6567857142857,Friday
2011-09-10,2.34,544.6653571428571,Saturday
2011-09-11,2.34,544.6739285714286,Sunday
2011-09-12,951.2075,588.6492857142857,Monday
2011-09-13,828.396,589.8928571428571,Tuesday
2011-09-14,787.066,590.9876428571428,Wednesday
2011-09-15,700.23,582.7999285714286,Thursday
2011-09-16,737.8725,572.7788571428572,Friday
2011-09-17,2.86,572.8531428571429,Saturday
2011-09-18,7.6,573.6045714285714,Sunday
2011-09-19,895.0525,565.5824285714285,Monday
2011-09-20,846.6075,568.1840714285714,Tuesday
2011-09-21,742.415,561.8053571428571,Wednesday
2011-09-22,702.22,562.0896428571428,Thursday
2011-09-23,731.5185,561.1819285714286,Friday
2011-09-24,2.81,561.1747857142857,Saturday
2011-09-25,2.81,560.4905,Sunday
2011-09-26,835.7315,552.0160714285714,Monday
2011-09-27,790.69,544.0278571428571,Tuesday
2011-09-28,712.82,539.8,Wednesday
2011-09-29,777.4935,550.5533571428572,Thursday
2011-09-30,723.85,549.4578571428572,Friday
2011-10-01,4.72,549.7307142857143,Saturday
2011-10-02,4.72,550.0035714285715,Sunday
2011-10-03,843.5595,551.1218571428572,Monday
2011-10-04,840.8445,558.2867857142858,Tuesday
2011-10-05,761.93,565.3025,Wednesday
2011-10-06,769.4865,564.1586428571429,Thursday
2011-10-07,742.27,566.7900714285714,Friday
2011-10-08,2.66,566.4957857142857,Saturday
2011-10-09,2.66,566.2015,Sunday
2011-10-10,852.94,567.5415714285715,Monday
2011-10-11,835.734,566.8115,Tuesday
2011-10-12,774.03,568.5400714285714,Wednesday
2011-10-13,705.494,559.3982857142857,Thursday
2011-10-14,749.9,560.4882857142858,Friday
2011-10-15,3.11,560.5525714285715,Saturday
2011-10-16,3.11,560.6168571428572,Sunday
2011-10-17,903.25,567.804,Monday
2011-10-18,873.44,573.1905714285714,Tuesday
2011-10-19,738.7935,568.1567857142858,Wednesday
2011-10-20,694.1625,566.538,Thursday
2011-10-21,756.1,567.4237142857143,Friday
2011-10-22,2.5100000000000002,567.3380000000001,Saturday
2011-10-23,2.5100000000000002,567.2522857142857,Sunday
2011-10-24,844.1245,558.8057857142858,Monday
2011-10-25,815.536,550.5337857142857,Tuesday
2011-10-26,809.1775,560.5886428571429,Wednesday
2011-10-27,744.5085,567.7809285714286,Thursday
2011-10-28,796.157,573.5033571428572,Friday
2011-10-29,1.94,573.4219285714286,Saturday
2011-10-30,0.2,573.0919285714286,Sunday
2011-10-31,893.949,580.2097142857143,Monday
2011-11-01,834.7445,582.9537857142857,Tuesday
2011-11-02,766.12,576.8027142857143,Wednesday
2011-11-03,733.6125,575.2461428571429,Thursday
2011-11-04,742.7185,567.6120714285714,Friday
2011-11-05,8.29,568.5192142857143,Saturday
2011-11-06,8.29,569.6749285714285,Sunday
2011-11-07,949.6925,577.6382857142856,Monday
2011-11-08,895.5575,586.3258571428571,Tuesday
2011-11-09,760.6425,585.5433571428572,Wednesday
2011-11-10,722.69,583.9830000000001,Thursday
2011-11-11,678.64,574.8289285714286,Friday
2011-11-12,5.42,574.4189285714286,Saturday
2011-11-13,5.42,574.0089285714286,Sunday
2011-11-14,894.27,566.0914285714287,Monday
2011-11-15,825.67,556.1075,Tuesday
2011-11-16,800.6,561.8157142857143,Wednesday
2011-11-17,757.9525,566.8532142857143,Thursday
2011-11-18,821.884,587.3166428571428,Friday
2011-11-19,8.43,587.7466428571428,Saturday
2011-11-20,8.43,588.1766428571428,Sunday
2011-11-21,956.3175,597.0405714285715,Monday
2011-11-22,909.73,609.0491428571429,Tuesday
2011-11-23,795.1095,608.2647857142857,Wednesday
2011-11-24,0.0,499.9858571428571,Thursday
2011-11-25,654.77,476.11242857142855,Friday
2011-11-26,823.04,592.4852857142857,Saturday
2011-11-27,823.04,708.8581428571428,Sunday
2011-11-28,1042.88,721.2242142857142,Monday
2011-11-29,1024.08,737.5599285714286,Tuesday
2011-11-30,936.23,757.72,Wednesday
2011-12-01,861.842,880.8402857142856,Thursday
2011-12-02,884.769,913.6972857142856,Friday
2011-12-03,3.86,796.6715714285713,Saturday
2011-12-04,3.86,679.6458571428572,Sunday
2011-12-05,940.82,665.0658571428572,Monday
2011-12-06,873.963,643.6205714285715,Tuesday
2011-12-07,795.71,623.5462857142858,Wednesday
2011-12-08,754.393,608.1964285714286,Thursday
2011-12-09,809.4,597.4294285714286,Friday
2011-12-10,1.7599999999999998,597.1294285714287,Saturday
2011-12-11,1.7599999999999998,596.8294285714285,Sunday
2011-12-12,878.72,587.958,Monday
2011-12-13,882.899,589.2345714285714,Tuesday
2011-12-14,780.3825,587.0449285714286,Wednesday
2011-12-15,752.824,586.8207857142858,Thursday
2011-12-16,807.82,586.5950714285715,Friday
2011-12-17,14.86,588.4664999999999,Saturday
2011-12-18,14.86,590.3379285714287,Sunday
2011-12-19,968.36,603.1436428571429,Monday
2011-12-20,898.062,605.3097857142857,Tuesday
2011-12-21,861.1675,616.8505000000001,Wednesday
2011-12-22,787.06,621.7413571428572,Thursday
2011-12-23,889.18,633.3642142857143,Friday
2011-12-24,5.16,631.9785,Saturday
2011-12-25,5.16,630.5927857142857,Sunday
2011-12-26,742.15,598.2770714285715,Monday
2011-12-27,894.949,597.8323571428572,Tuesday
